movieId,title_cast,director,runtime,budget,plot_keywords
55267,Steve Carell|Juliette Binoche|Dane Cook|Alison Pill|Britt Robertson|Marlene Lawston|Dianne Wiest|John Mahoney|Norbert Leo Butz|Amy Ryan|Jessica Hecht|Frank Wood|Henry Priest Miller|Ella Miller|CJ Adams,Pierce Gardner,98.0,"$25,000,000",teenage girl|game|young girl|gymnasium
93933,Shlomo Bar-Aba|Lior Ashkenazi|Aliza Rosen|Alma Zack|Micah Lewensohn|Nevo Kimchi|Yuval Scharf|Daniel Markovich|Tsipi Gal|Michael Koresh|Idit Teperson|Shmuel Shiloh|Albert Iluz|Gad Kaynar|Jackey Levi,Joseph Cedar,107.0,,rivalry|talmud|scholar|father son relationship
401,James Andronica|Cuauhtemoc Rivas|Edward James Olmos|Bobalu|Paul Williams|Mark Silverman|John Lizzi|Barbara Rossmiesl|Sean Young|Sayed Badreya|Apple Via|Walter Guarino|Tony King|Susan Helen Emerson|William Grillo,James Andronica,92.0,,multiple personality disorder|dissociative identity disorder|salton sea|multiple personality
119312,Nick Cleland|Mary Gail Artz|James P. Hayden|Angie Brown|Ken Carter|David Barth|Larry Roupe|Aimee Martel|Tom Drury|Laura Trefts|Alma Ramos|Carolyn Braza|Frank Millen|Jonathan Bliss|Cecilia Fannon,Garth Eliassen,82.0,"$20,000",slasher flick|slasher|cult favorite|backwood slasher
7836,,,,,
101891,Tony Alva|Steve Caballero|Fred Durst|Shepard Fairey|Alan Gelfand|Tommy Guerrero|Ben Harper|Kevin Harris|Tony Hawk|Christian Hosoi|Mike McGill|Lance Mountain|Rodney Mullen|Steve Olson|Stacy Peralta,Tony Alva,90.0,,team|skateboarding|1980s|skateboard
2812,Omar Epps|LL Cool J|Nia Long|Stanley Tucci|Hill Harper|Jake Weber|Richard Brooks|David Patrick Kelly|Pam Grier|Veronica Webb|Ron Canada|Robert LaSardo|Gano Grills|Ivonne Coll|Don Harvey,Michael Rymer,95.0,"$7,000,000",hood|undercover|police|cunnilingus
80014,,,,,
1045,Lainie Kazan|Joseph Bologna|Barbara Carrera|Renée Taylor|William Hickey|Dick Van Patten|Abe Vigoda|Connie Stevens|Paul Sorvino|Angelina Jolie|Nathaniel Marston|Joy Behar|Vera Lockwood|Sal Richards|Annie Meisels,Renée Taylor,,,italian american|love|restaurant|f rated
127250,Izabella Scorupco|David Hellenius|Suzanne Reuter|Claes Ljungmark|Philip Zandén|Cecilia Ljung|Dag Malmberg|Peter Engman|Malin Arvidsson|Peter Magnusson|Caisa Ankarsparre|Anders Axén|Emelie Beckius|Anna Mercedes Bergion|Christian Fiedler,Santiago Gil,102.0,,new love|cult film reference|sailboat|physician
85612,Josef Ostendorf|Wioletta Breskic|Jonas Laiblien|Phillip Klinkner|Robert Foster|Charlotte Roche|Uta Zech|Devid Striesow|Leonie Stepp|Manfred Zapatka|Hildegard Kuhlenberg|Elfriede Irrall|Alexander Strobele|Roeland Wiesnekker|Nicolas Rosat,Michael Hofmann,,,food|cook|arrest|father figure
5533,Sheryl Lee|Christopher McDonald|Tom Arnold|Joe Pichler|Tania Raymonde|Jesse Plemons|Phyllis Frelich|Brazhal Brewer|Marilyn Dodds Frank|Ritch Brinkley|Lucina Paquet|Paul Quaintance|Caitlin Collins|Emily Clibourn|Cynthia Baker,Truman Capote,102.0,"$10,000,000",birthday|deep south|1940s|independent film
67665,Scott Ian|Lemmy|Malcolm Dome|Lars Ulrich|Slash|Tom Araya|John Zazula|Steve 'Lips' Kudlow|Robb Reiner|Cut Loose|Mad Dog|Gary Greenblatt|Toby Kudlow|Jane Reiner|Andrea Reiner,Robb Reiner,80.0,,heavy metal|canadian|friendship|friendship between men
83337,Hrithik Roshan|Kareena Kapoor|Rani Mukerji|Uday Chopra|Satish Shah|Kiran Kumar|Smita Jaykar|Himani Shivpuri|Sachin Khedekar|Maya Alagh|Athit Naik|Parikshit Sahni|Nandini Seth|Barkha Singh|Raja Vaid,Aditya Chopra,149.0,"INR170,000,000",e mail|friendship|childhood friend|best friend
8978,Tim Allen|Jamie Lee Curtis|Dan Aykroyd|M. Emmet Walsh|Elizabeth Franz|Erik Per Sullivan|Cheech Marin|Jake Busey|Austin Pendleton|Tom Poston|Julie Gonzalo|René Lavan|Caroline Rhea|Felicity Huffman|Patrick Breen,John Grisham,99.0,"$60,000,000",bikini|christmas|cat|singing
64923,,,,,
97010,Chris Angelo|Jaysun Barr|Johanna Christensen|Al Daniels|Brandon Daniels|Ben Juhl|Daniel Landeros|James M. Logan|Raul Martinez|Rachel Petersen|Eduardo Quiroz|Raymond Rodriguez|Jose Rosete|Aaron Sorando|Derek Taylor II,Eduardo Quiroz,86.0,,zombie|loss of brother|african american|violence
84252,,,,,
107153,,,,,
113066,Ludvík Sváb|Bedrich Glaser|Jan Kraus|Pavel Marek|Josef Fiala|Karel Hamr|Jaromír Kallista|David Lhotak|Vaclav Livora|Marie Zemanová,Jan Svankmajer,,,cannibalism|penis|breasts|half man half machine
83590,,,,,
278,Sarah Jessica Parker|Gil Bellows|Antonio Banderas|Mia Farrow|Paul Mazursky|Kevin Pollak|Barbara Garrick|Carla Gugino|Bo Eason|Naomi Campbell|Jeremy Piven|Kelly Bishop|Mark Blum|Norman Steinberg|Ben Stein,David Frankel,95.0,,mother daughter relationship|fiance fiancee relationship|dysfunctional marriage|wedding
122950,,,,,
31613,Marguerite Moreau|Brían F. O'Byrne|Naveen Andrews|Emily Deschanel|Caroline Goodall|D.B. Woodside|John Rothman|Lanette Ware|Anna Carolina Alvim|Vincent Angell|Roxanne Hart|Gildart Jackson|Tom Todoroff|Stefanie Sherk|Anoja Dias Bolt,Jane Weinstock,,,lust|sex in a bed|adultery|promiscuous daughter
93168,,,,,
79866,Stan Herman|Lisa Nussbaum|Sigrid Olsen|Joe Raico|Irving Rousso|Mort Sheinman,Stan Herman,,,
26770,James Woods|Louis Gossett Jr.|Bruce Dern|Oliver Platt|Heather Graham|Randall 'Tex' Cobb|Thomas Wilson Brown|Duane Davis|David Fresco|Willie Green|Orestes Matacena|Kim Robillard|John Short|Michael McGrady|Roger Hewlett,Michael Ritchie,98.0,"$17,000,000",boxing ring|boxer|boxing|cult film
2799,John Ritter|Michael Oliver|Jack Warden|Laraine Newman|Amy Yasbeck|Ivyann Schwan|Gilbert Gottfried|Paul Willson|Alan Blumenfeld|Charlene Tilton|James Tolkan|Martha Quinn|Zach Grenier|Eric Edwards|Krystle Mataras,Scott Alexander,91.0,"$15,000,000",three word title|restaurant|scene during opening credits|puppet show
26472,,,,,
55190,Brittany Murphy|Matthew Rhys|Catherine Tate|Santiago Cabrera|Elliot Cowan|Stephanie Beacham|Jamie Sives|Will Keen|Michael Lerner|Dawn French|Richard Wilson|Adam Rayner|Angus Deayton|Frédéric Anscombre|Philippine Leroy-Beaulieu,Alek Keshishian,90.0,,stripper|talking about sex|woman in a bathtub|sexual attraction
92270,Cher|Chaz Bono|Jennifer Elia|Jimm Giannini|Masen Davis,Randy Barbato,80.0,,interview|gender transition|gender|family relationships
1984,,,,,
95839,Patrick Stewart|Richard E. Grant|Joel Grey|Ian McNeice|Saskia Reeves|Desmond Barrit|Bernard Lloyd|Dominic West|Trevor Peacock|Liz Smith|Elizabeth Spriggs|Kenny Doughty|Laura Fraser|Celia Imrie|John Franklyn-Robbins,Peter Barnes,95.0,,scrooge|christmas|ghost|time travel
8694,,,,,
49754,,,,,
123155,,,,,
112610,Henrik Birch|Susanne Storm|Mikkel Vadsholt|Kresten Andersen|Jørgen Bing|Michael Derlev Harbo|Allan Helge Jensen|Lars Ditlev Johansen|Jytte Kvinesdal|Hanne Lauersen|Jacob Lohmann|Martin Ringsmose|Lone Rødbroe|Katrine Stein Brock|Ole Sørensen,Søren Balle,100.0,,biologist|jutland|fisherman|male nudity
116429,,,,,
59178,,,,,
567,Verónica Forqué|Peter Coyote|Victoria Abril|Àlex Casanovas|Rossy de Palma|Santiago Lajusticia|Anabel Alonso|Bibiana Fernández|Jesús Bonilla|Karra Elejalde|Manuel Bandera|Charo López|Francisca Caballero|Mónica Bardem|Joaquín Climent,Pedro Almodóvar,114.0,,tabloid journalism|escaped prisoner|serial killer|suicide note
110070,Elizabeth Rice|Thomas Dekker|Kelly Blatz|Laura Allen|Adam Goldberg|Margo Harshman|Rumer Willis|Britt Robertson|Steven Culp|Jared Harris|Amanda Babin|Michelle Babin|Candace Hammer|David Ariniello|Jamie Linck O'Brien,Brad Keene,89.0,,suicide|curse|preacher|whispering
83842,Vladimir Mashkov|Anjorka Strechel|Yuliya Peresild|Sergey Garmash|Aleksey Gorbunov|Vyacheslav Krikunov|Aleksandr Bashirov|Evgeniy Tkachuk|Vladas Bagdonas|Anna Ukolova|Ruben Karapetyan|Vadim Yakovlev|Axel Schrick|Timm Sebastian Peltner|Boris Lapidus,Aleksandr Gonorovskiy,124.0,"$11,000,000",train|cold weather|lager|hard labor
36883,,,,,
2112,Danny Glover|Kevin Kline|Steve Martin|Mary McDonnell|Mary-Louise Parker|Alfre Woodard|Jeremy Sisto|Tina Lifford|Patrick Malone|Randle Mell|Sarah Trigger|Destinee DeWalt|Candace Mead|Lauren Mead|Shaun Baker,Lawrence Kasdan,134.0,,dream|change of heart|wheelchair|african american
94202,,,,,
7981,Andy Lau|Tony Chiu-Wai Leung|Anthony Chau-Sang Wong|Eric Tsang|Kelly Chen|Sammi Cheng|Edison Chen|Shawn Yue|Elva Hsiao|Chapman To|Ka Tung Lam|Ting Yip Ng|Dion Lam|Chi Keung Wan|Hui Kam Fung,Alan Mak,101.0,"$6,428,966",neo noir|mole|police|triad
115727,,,,,
107115,Drake Bell|Daniella Monet|Steven Weber|Daran Norris|Randy Jackson|Mark Gibbon|David Lewis|Teryl Rothery|Cheryl Hines|Jason Alexander|Susanne Blakeslee|Tara Strong|Christie Laing|Devon Weigel|Chris Anderson,Butch Hartman,48.0,,nickelodeon
85453,,,,,
59447,Claudio Bigagli|Galatea Ranzi|Michael Vartan|Lino Capolicchio|Constanze Engelbrecht|Athina Cenci|Giovanni Guidelli|Norma Martelli|Pier Paolo Capponi|Carlo Luca De Ruggieri|Laurent Schilling|Fritz Müller-Scherz|Laura Scarimbolo|Elisa Giani|Ciro Esposito,Paolo Taviani,119.0,,italy|bare feet|topless female nudity|death
50574,,,,,
101373,,,,,
80646,,,,,
26372,,,,,
98187,David Egan|Cosmo Jarvis|Tom Hannaford|Anita Scrivener|Catriona Mcdougall|Maya Aitken|Sofia Beale|Bear|Jack Bolton|Tom Bolwell|James Britton|Che Campbell|Jack Carter|Harvey Chater|Luke Coterill,Cosmo Jarvis,73.0,"GBP8,000",20 year old man|20 year old|slacker as protagonist|slacker
123627,,,,,
4002,,,,,
8813,Mark Ruffalo|Laura Dern|Peter Krause|Naomi Watts|Sam Charles|Ginger Page|Jennifer Bishop|Jennifer Mawhinney|Amber Rothwell|Meg Roe|Jim Francis|Marc Baur|Patrick Earley,Andre Dubus,101.0,"$3,000,000",infidelity|foursome|cheating|love quadrangle
2062,Minnie Driver|Tom Wilkinson|Florence Hoath|Jonathan Rhys Meyers|Harriet Walter|Arlene Cockburn|Emma Bird|Adam Levy|Countess Koulinskyi|Bruce Myers|Diana Brooks|Raymond Brody|Olga|Cyril Shaps|Kendal Cramer,Sandra Goldbacher,115.0,,male frontal nudity|male nudity|digging|bare chested male
41212,Albiera Antinori|Allegra Antinori|Lodovico Antinori|Piero Antinori|Isanette Bianchetti|Jean-Charles Boisset|Marchioness Bona|Michael Broadbent|Antonio Cabezas|Battista Columbu|Lina Columbu|Xavier de Eizaguirre|Alix de Montille|Etienne de Montille|Hubert de Montille,Jonathan Nossiter,135.0,,wine|wine making|globalization|merchandising
125924,Kenneth Branagh|Alice Fairhall|Roger Law|Daren C. Evans,Steffen Schäffler,15.0,,stop motion animation|plague|writer|vision
97008,,,,,
60743,Leroy 'Nicky' Barnes|David Breitbart|Walter Cronkite|Louie Diaz|Don Ferrarone|Fred Ferretti|Larry Gerhold|Robert Geronimo|Rudy Giuliani|Thelma Grant|Carol Hawkins-Williams|Jacqueline Hayden|Joseph Hayden|Louie Jones|Frank Lucas,Marc Levin,,,organized crime|african american|police|drug war
116219,Mae Whitman|Jesse McCartney|Jane Horrocks|Lucy Liu|Raven-Symoné|Kristin Chenoweth|Angela Bartys|Rob Paulsen|Jeff Bennett|Grey Griffin|John DiMaggio|Eliza Pollack Zebert|Bob Bergen|Roger Craig Smith|Allison Roth,Evan Spiliotopoulos,,"$30,000,000",disney animated sequel|2000s|queen of the fairies|fairies
128366,Patton Oswalt,Patton Oswalt,59.0,,comedian|stand up|tv special|live audience
1785,,,,,
4828,,,,,
26797,Ernest R. Dickerson|Michael Chapman|Allen Daviau|Caleb Deschanel|Lisa Rinzler|Conrad L. Hall|William A. Fraker|John Bailey|Néstor Almendros|Charles Rosher Jr.|Vilmos Zsigmond|Stephen H. Burum|Harry L. Wolf|Charles Lang|Sven Nykvist,Arnold Glassman,,,cinematography|three word title|film history|cinematographer
6515,,,,,
93805,Julia Dietze|Christopher Kirby|Götz Otto|Udo Kier|Peta Sergeant|Stephanie Paul|Tilo Prückner|Michael Cullen|Kym Jackson|Ben Siemer|Tom Hoßbach|Milo Kaukomaa|Vivian Schneider|Fang Yu|Irshad Panjatan,Jarmo Puskala,93.0,"EUR7,500,000",nazi|outer space|nazis|moon
38600,Matt Dillon|Lili Taylor|Didier Flamand|Fisher Stevens|Marisa Tomei|Adrienne Shelly|Karen Young|Thomas Lyons|Dean Brewington|James Cada|James Michael Detmar|Kurt Schweickhardt|Dee Noah|James Noah|Michael Egan,Charles Bukowski,94.0,"$1,000,000",writing|gambling|drinking|coitus
121741,,,,,
26306,,,,,
5894,Joan Severance|Con O'Neill|Beth Goddard|Dean Williamson|Rocky Taylor|Joseph Pilato|David Gilliam|Enrique Neant|Tara Shaw|Phil Harris|Perry Benson|Liz Daniels|Fison Burgess|Simon Fisher|Helena Boobleswang,Steve Barancik,96.0,,private detective|sex scene|fellatio|cunnilingus
2862,,,,,
5642,,,,,
79667,,,,,
54493,,,,,
5249,,,,,
97397,Lee Atwater|Tucker Eskew|Joe Sligh|Eric Alterman|Jim McCabe|Stephen Raper|Christopher Stark|Joe Conason|Roger Stone|Howard Fineman|Henry Eichel|Chuck Jackson|Tom Turnipseed|Ishmael Reed|Lee Bandy,Stefan Forbes,86.0,,republican|president|interview|republican party
908,,,,,
116197,,,,,
2135,,,,,
73344,Tahar Rahim|Niels Arestrup|Adel Bencherif|Reda Kateb|Hichem Yacoubi|Jean-Philippe Ricci|Gilles Cohen|Pierre Leccia|Antoine Basler|Foued Nassah|Jean-Emmanuel Pagni|Frédéric Graziani|Leïla Bekhti|Rabah Loucif|Slimane Dazi,Thomas Bidegain,155.0,"$13,000,000",male frontal nudity|male pubic hair|strip search|male rear nudity
27624,Michael Keaton|Helena Bonham Carter|Joshua Leonard|Lili Taylor|David Suchet|Bruce McGill|Michael Murphy|Paul Guilfoyle|Hamish Linklater|Michael Cudlitz|Robert Wisdom|Pamela Sinha|Clark Gregg|Matt Keeslar|Kurt Fuller,Mick Jackson,108.0,,cnn|gulf war|iraq|reporter
25826,,,,,
79333,,,,,
30892,Larry Pine|Dakota Fanning|Frier McCollister|Wally Wingert|Janice Hong|Ruby McCollister|Paul Robert Langdon|Mary O'Donnell|Kiyoko Lerner|Mary Rooney|David Berglund|Regina Waters|Mark Waters|Henry Darger,Henry Darger,81.0,,poverty|artist|recluse|chicago illinois
215,Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno Pöschl|Karl Bruckschwaiger|Tex Rubinowitz|Erni Mangold|Dominik Castell|Haymon Maria Buttinger|Harald Waiglein|Bilge Jeschim|Kurti|Hans Weingartner|Liese Lyon|Peter Ily Huemer,Richard Linklater,101.0,"$2,500,000",conversations|train|french|tourist
4277,,,,,
94904,Sarita Choudhury|Michelle Rodriguez|Arjun G. Awtramani|Sergej Trifunovic|Danny Glover|Aasif Mandvi|Eric Chan|Bobby Cannavale|John Ortiz|Marika Dominczyk|Bonz Malone|Pam Grier|Sixto Ramos|Bekir Kurtis|Jack Dimich,See full summary,88.0,,taxi driver|psychic|love|male female relationship
2505,Nicolas Cage|Joaquin Phoenix|James Gandolfini|Peter Stormare|Anthony Heald|Chris Bauer|Catherine Keener|Myra Carter|Amy Morton|Jenny Powell|Anne Gee Byrd|Jack Betts|Luis Oropeza|Rachel Singer|Don Creech,Andrew Kevin Walker,123.0,"$40,000,000",snuff film|male full frontal nudity|violent sex|sexual sadism
101505,Condola Rashad|Justin Kirk|Jennifer Tilly|Jason Day|Paz de la Huerta|Lee Pace|Vahina Giocante|Thomas Sadoski|Ingeborga Dapkunaite|Ben Levin|David Forman|Antone Pagán|Aliyaah Hashi|Ronald Guttman|Jean Rene Mbeng,Alexis Lloyd,88.0,"$1,000,000",impotence|superstition|prostitute|psychic
88352,,,,,
99917,Amy Seimetz|Shane Carruth|Andrew Sensenig|Thiago Martins|Kathy Carruth|Meredith Burke|Andreon Watson|Ashton Miramontes|Myles McGee|Frank Mosley|Carolyn King|Kerry McCormick|Marco Antonio Rodriguez|Brina Palencia|Lynn Blackburn,Shane Carruth,96.0,"$50,000",underwater scene|blue orchid|psychological thriller|very little dialogue
73,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch|Annie Girardot|Philippe Léotard|Clémentine Célarié|Philippe Khorsand|Ticky Holgado|Rufus|Nicole Croisille|William Leymergie|Jean Marais|Micheline Presle|Darry Cowl,Victor Hugo,175.0,,lawyer|boxer|jewish|paris france
78467,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett|John Gallagher Jr.|Tom Wopat|Michael Shannon|Wes Bentley|Julia Jones|Luke James Fleischmann|Rio Hackford|David Jensen|Billy Blair|Sean Boyd,Mark Neveldine,81.0,"$47,000,000",ulysses s. grant character|apache|apache indian|kiowa
59547,Matthew Perry|Judith Buchan|Griffin Cork|Jerry Callaghan|James Dugan|Patricia Benedict|C.J. Jackman-Zigante|Pete Seadon|Melissa De Sousa|Aaron Grain|Brandon Mychal Smith|Gerrick Winston|Ernie Hudson|Jacey Mah|Marty Ronaghan,Annie DeYoung,90.0,,test|principal|elementary school|classroom
33974,,,,,
94280,John Cleese|Troye Sivan|Jamie Royal|Sven Ruygrok|Blessing Xaba|Tom Burne|Josh Goddard|Travis Hornsby|Byron Langley|Jason Cope|Genna Blair|Charlbi Dean|Julie Summers|Aaron McIlroy|Tanit Phoenix Copley,Donovan Marsh,103.0,"$4,000,000",private school|bully|teenage crush|teenage boy
70661,Tyler Perry|David Mann|Tamela J. Mann|Angela Bassett|Lance Gross|Chloe Bailey|Mariana Tolbert|Rick Fox|Sofía Vergara|Irma P. Hall|Frankie Faison|Margaret Avery|Jenifer Lewis|Lamman Rucker|Kris D. Lofton,Jonathan Keith,,,family character name in title|three word title|surname in title|2000s
44947,,,,,
98369,Thom Green|Anna Popplewell|Enisha Brewster|Ayelet Zurer|Masam Holden|Mike Dopud|Iain Belcher|Osric Chau|Katerina Katelieva|Daniel Cudmore|Alex Puccinelli|Jen Taylor|Chris Shields|Max Carver|Ty Olsson|Darren O'Hare|Robin August|Man Hung Chan|Jill Teed|Jenna Berman|Robert Boyce|Sean Carey|Neil Ellice|Tommy Europe|Patrick Sabongui|Jon Kralt|Dean Redman|Tony Giroux|Frank O'Connor,Anna Popplewell,100.0,"$8,500,000",cadet|based on video game|military cadet|based on game
4190,,,,,
80107,,,,,
3103,Jane Fonda|Robert De Niro|Swoosie Kurtz|Martha Plimpton|Harley Cross|Jamey Sheridan|Feodor Chaliapin Jr.|Zohra Lampert|Loretta Devine|Julie Garfield|Karen Ludwig|Kathy Kinney|Laurel Lyle|Mary Testa|Katherine Cortez,Pat Barker,104.0,"$23,000,000",car|automobile|character names as title|forenames as title
60086,Derek Magyar|George Jonson|Patrick Bauchau|Darryl Stephens|Peyton Hinson|Jonathon Trent|Kyle Santler|Emily Brooke Hands|Matt Riedy|Cliff Harrington|Molly Manago|Demene Hall|William Hall Jr.|Joël René|Kibibi Monie,Matthew Rettenmund,,"$500,000",older man younger man relationship|roommate|confession|flashback
376,Meryl Streep|Joseph Mazzello|Stephanie Sawyer|David Strathairn|Elizabeth Hoffman|Victor Galloway|Diane Delano|Thomas F. Duffy|Kevin Bacon|John C. Reilly|William Lucking|Benjamin Bratt|Paul Cantelon|Glenn Morshower,Denis O'Neill,111.0,"$45,000,000",rafting|criminal|estranged husband|gang
100062,Dong-Gun Jang|Joe Odagiri|Bingbing Fan|In-kwon Kim|Hee-won Kim|Tae-kyung Oh|Jung-Wook Kwak|Shi-hoo Kim|Ho-jin Chun|Hui-Won Yun|Tarô Yamamoto|Manabu Hamada|Shingo Tsurumi|Isao Natsuyagi|Shirô Sano,Je-kyu Kang,137.0,"KRW30,000,000,000",year 1944|dead soldier|1940s|korea
43608,,,,,
66252,,,,,
4941,,,,,
5605,Tommy Flanagan|Mandy Matthews|William Eadie|Michelle Stewart|Lynne Ramsay Jr.|Leanne Mullen|John Miller|Jackie Quinn|James Ramsay|Anne McLean|Craig Bonar|Andrew McKenna|Mick Maharg|James Montgomery|Thomas McTaggart,Lynne Ramsay,94.0,"$30,000",fantasy sequence|neighbor|moving|hope
65698,,,,,
86687,,,,,
72878,,,,,
89323,,,,,
4915,,,,,
116857,Liam Hemsworth|Austin Stowell|Teresa Palmer|Aimee Teegarden|Chris Lowell|Wyatt Russell|Max Adler|Delvon Roe|Michael Ellison|Chris Newman|Gordon Michaels|Julian Gant|Chase Yi|Claire Richards|Roger Callard,Jim Burnstein,,,
80831,Kodi Smit-McPhee|Chloë Grace Moretz|Richard Jenkins|Cara Buono|Elias Koteas|Sasha Barrese|Dylan Kenin|Chris Browning|Ritchie Coster|Dylan Minnette|Jimmy 'Jax' Pinchak|Nicolai Dorian|Rebekah Wiggins|Seth Adkins|Ashton Moio,Matt Reeves,116.0,"$20,000,000",vampire|school|blood|12 year old
3654,,,,,
72516,Jeff Daniels|William Baldwin|Henry Winkler|Lisa Guerrero|Chris Massoglia|Owen Pearce|Morgan Flynn|Brenda Strong|Tim Quill|Peter Scolari|Rick Overton|Richard Riehle|Clint Howard|Gavin Black|Ben Trotter,T.J. Lynch,99.0,"$3,700,000",
2703,Todd Field|Jason London|Roxana Zal|Susan Traylor|James Hong|Patrick Cranshaw|Brent David Fraser|Stephanie Feury|Dave Neilson|William Smith|Charlie Spradling|Ashlie Rhey|Roger Castillo|David Baer|Al Israel,Scott Ziehl,90.0,"$600,000",paramedic|redemption|drug addiction|ambulance
74946,Jay Baruchel|Alice Eve|T.J. Miller|Mike Vogel|Nate Torrence|Lindsay Sloane|Kyle Bornheimer|Jessica St. Clair|Krysten Ritter|Debra Jo Rupp|Adam LeFevre|Kim Shaw|Jasika Nicole|Geoff Stults|Hayes MacArthur,Sean Anders,104.0,"$20,000,000",pubic hair|female removes her clothes|nudity|sex scene
119454,Tyler Perry|Loretta Devine|Cassi Davis|Shannon Kane|Isaiah Mustafa|Natalie Desselle Reid|Rodney Perry|Tamela J. Mann|David Mann|Shad Moss|Teyana Taylor|Lauren London|Steven Wash Jr.|Nicholas Milton|Benjamin 'LB' Aiken,Tyler Perry,106.0,"$25,000,000",2010s
36426,,,,,
120777,,,,,
7561,,,,,
26655,,,,,
84730,Simon Abkarian|Virginie Ledoyen|Robinson Stévenin|Lola Naymark|Grégoire Leprince-Ringuet|Adrien Jolivet|Olga Legrand|Alexandru Potocean|Jean-Pierre Darroussin|Yann Trégouët|Pascal Cervo|Paula Klein|Boris Bergman|Léopold Szabatura|Ariane Ascaride,Robert Guédiguian,139.0,,female full frontal nudity|female frontal nudity|circumcision|world war two
1924,,,,,
8426,,,,,
129773,Danila Kozlovsky|Mariya Andreeva|Artyom Mikhalkov|Nikita Panfilov|Artur Smolyaninov|Mikhail Efremov|Mariya Kozhevnikova|Sergey Belogolovtsev|Sacha Bourdo|Dmitriy Dorokhov|Natalya Samolyotova|Oksana Kutuzova|Igor Voynarovskiy|Anna Naumenko|Aleksey Shakhbanov,Sergey Minaev,100.0,"RUR84,000,000",based on novel|male objectification|bare chested male|male in underwear
8451,,,,,
3642,,,,,
1999,,,,,
698,Audie England|Costas Mandylor|Eric da Silva|Raven Snow|Rory Campbell|Emma Louise Moore|Bernard Zette|Marek Vasut|Markéta Hrubesová|Daniel Leza|Stephen Halbert|Dale Wyatt|Jirí Ded|Valérie Zawadská|James Donahower,Anaïs Nin,99.0,,sexually dissatisfied wife|female author|blindfolded woman|female full frontal nudity
94218,Dimitrios Vainas|Paris Papadopoulos|Olga Sfetsa|Tasos Masias|Spyros Papanaoum|Alexandros Stogiannis|Charalampos Papapostolou|Argyris Pougouras|Thanos Kermitsis|Anestis Derekas|Dimitris Makris|Thanasis Kabouridis|Sergios Kobogiorgas|Georgios Papaioannou|Mitsos Papavasileiou,Georgios Papaioannou,110.0,"EUR2,000",Action|Adventure|Comedy
59129,Ray Stevenson|Julian Wadham|Richard Brake|Paul Blair|Brett Fancy|Enoch Frost|Julian Rivett|Michael Smiley|Johnny Meres|Xuki Robeli|Mark Smith|Graeme Temple|Charlie Jeffrey|Fergus Johnston|Matt McClure,Rae Brunton,90.0,,nazi zombie|mercenary|ex soldier|bar
119567,Greg Kinnear|Barry Pepper|Katie Holmes|Tom Wilkinson|Diana Hardcastle|Kristin Booth|Rothaford Gray|Janelle Hutchison|Rachel Wilson|Serge Houde|Ava Preston|Angela Besharah|Jonathan Whittaker|Don Allison|Barry Flatman|Dan Lett|Enrico Colantoni|Jane Moffat|John Bourgeois|Tedde Moore|Eliza Preston|Kristin Adams|Glen Gaston|Megan Vincent,Barry Pepper,346.0,,year 1963|john f. kennedy assassination|first family|president
99371,Demi Lovato|Joe Jonas|Nick Jonas|Kevin Jonas|Daniel Fathers|Daniel Kash|Maria Canals-Barrera|Chloe Bridges|Matthew 'Mdot' Finley|Meaghan Martin|Alyson Stoner|Anna Maria Perez de Tagle|Jasmine Richards|Roshon Fegan|Jordan Francis,Dan Berendsen,97.0,,romeo and juliet|disney channel original movie|second part|sequel
34153,Joe Soares|Robert Soares|Patti Soares|Mark Zupan|Christopher Igoe|Jessica Wampler|Jeff Nickell|Frank Cava|Keith Cavill|Joann Cavill|Robert Cavill|Scott Hogsett|Bob Lujano|Andy Cohn|John Bishop,Dana Adam Shapiro,88.0,"$1,750,211",year 2004|2000s|viola player|viola
99130,Clint Howard|Justin Isfeld|Anndi McAfee|JoJo Adams|Mikey LeBeau|Sandahl Bergman|Andrea Evans|Steve Garvey|Olivia Hussey|Doug Llewelyn|Lee Majors II|David Naughton|Jan-Michael Vincent|David Warner|Zachary Benjamin,David Dobkin,84.0,"$2,000,000",serial killer|ice cream|insanity|boy
112596,Courtney Ford|Spencer Grammer|Brandon Routh|Reid Scott|Sarah Nicklin|Richard Meehan|Erick Betancourt|Meredith Prunty|Jessica Kent|Michael Reed|Anthony Paolucci|Nikki Hovan|Gloria Crist|Maeve Power|Donna Glee Reim,Dan McKinnon,90.0,"$3,000,000",
62254,,,,,
106107,Jim Al-Khalili,Annabel Troost,,,
52712,Justin Chatwin|Margarita Levieva|Marcia Gay Harden|Chris Marquette|Alex O'Loughlin|Callum Keith Rennie|Michelle Harrison|Ryan Kennedy|Andrew Francis|P. Lynn Johnson|Serge Houde|Desiree Zurowski|Mark Houghton|Alex Ferris|Tania Saulnier,Mick Davis,102.0,"$30,000,000",punched in the face|remake of swedish film|remake|psychotronic film
122145,,,,,
